folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_el,cd,periodo,sexo,edad,nivel,anio,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p7,p7_3,p8_1,p8_2,p9,p10,p11,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p13,p13_3,p14_1,p14_2,p15,p16,p17,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p26,p27,p28,p29,p30,p31,p32,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl,material_leido,cond_act_segmentado,nivel_segmentado
13B222,14,40600,4,1,0,2,2,224,1,62,8,2,1,1,1,1,2,2,2,2,4,4,2,2,2,2,1,2,3,200,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,3,3,1,0,2,1,1,1,2,1,2,0,1,2,1,1,1,2,2,17324,1,1,1,2,0,0,1,4,2,2
13B222,14,40600,1,1,0,2,2,224,2,47,4,3,7,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,3,1,0,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,17324,1,3,1,0,0,0,2,0,0,1
13B222,14,40600,3,1,0,2,2,224,2,28,3,3,7,1,1,1,1,2,2,1,1,4,2,2,1,2,2,2,1,0,1,2,1,2,4,2,2,2,2,2,2,2,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,3,4,1,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,17324,1,2,1,1,2,0,1,3,0,1
11B221,15,40004,4,1,0,2,1,224,2,29,3,3,4,1,1,1,2,2,2,1,1,4,2,2,1,2,2,2,3,30,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,3,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18857,1,2,1,2,0,0,1,1,1,1
11B221,15,40004,1,1,0,1,1,224,1,40,4,3,1,1,1,1,2,2,2,1,1,3,2,2,2,1,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,4,4,1,0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,18857,1,2,1,2,0,0,1,1,2,1
11B221,15,40004,2,1,0,2,1,224,2,40,3,3,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,1,2,2,0,1,1,1,1,1,18857,2,4,2,0,0,0,2,0,0,1
11B221,15,40005,3,1,0,1,1,224,2,26,3,1,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,8074,4,4,2,0,0,0,2,0,0,1
11B221,15,40005,1,1,0,3,1,224,2,18,4,3,6,1,1,1,2,2,2,2,5,2,2,1,2,2,2,2,3,200,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,5,2,3,2,0,1,2,2,2,1,1,2,0,1,1,1,1,1,1,1,24221,1,1,1,2,0,0,1,5,1,1
12B216,15,40007,2,1,0,1,1,224,1,37,4,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2,3,2,0,2,2,2,2,2,2,2,0,2,0,1,1,1,3,3,62137,3,3,1,0,0,0,2,0,2,1
12B216,15,40007,1,1,0,1,1,224,1,59,6,3,1,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,2,2,2,3,30,2,1,4,30,2,0,2,2,2,0,2,2,2,2,2,1,1,1,3,0,1,1,1,2,2,82849,1,3,1,0,0,2,1,3,2,1
12B216,15,40007,4,1,0,1,1,224,1,27,7,3,1,1,1,1,2,1,2,1,3,4,2,1,2,1,1,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,2,2,1,1,0,1,2,1,60,1,3,3,3,2,0,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,41425,1,2,1,2,0,1,1,8,2,2
12A227,15,40026,2,1,0,2,1,224,2,60,3,3,7,1,1,1,1,2,2,1,1,3,2,2,2,2,1,2,3,999999,2,1,1,2,3,1,2,2,2,2,2,1,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2,3,1,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,29410,1,2,1,2,2,0,1,3,0,1
12A227,15,40026,1,1,0,1,1,224,2,77,2,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,14705,4,4,2,0,0,0,2,0,0,0
12A227,15,40026,3,1,0,1,1,224,1,39,7,4,1,1,1,1,1,1,2,1,2,3,2,1,2,2,2,2,1,0,1,2,1,2,3,2,2,2,2,2,1,2,1,2,1,0,1,2,1,2,3,1,2,1,2,2,1,0,1,2,1,120,1,6,4,3,1,0,1,2,2,2,1,1,1,1,1,5,1,1,1,1,1,7353,1,2,1,1,1,1,1,6,2,2
11B221,15,40033,4,1,0,1,1,224,1,73,3,2,8,1,1,1,2,2,2,2,1,4,2,2,1,2,2,2,3,150,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,1,1,2,0,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,15803,1,1,1,2,0,0,1,1,0,1
11B221,15,40033,3,1,0,3,1,224,1,21,3,3,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,2,2,2,2,2,2,2,3,10,2,1,2,1,1,2,1,2,2,2,3,5,2,1,2,10,2,0,2,1,2,0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,21071,3,3,1,0,2,2,1,2,2,1
11B221,15,40033,2,1,0,1,1,224,2,26,4,3,1,1,1,1,2,2,2,1,3,1,2,1,1,2,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2,0,3,3,1,0,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,5268,1,2,1,2,0,0,1,3,2,1
12B213,15,40035,2,1,0,2,1,224,2,28,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,18062,4,4,2,0,0,0,2,0,0,1
12B213,15,40035,4,1,0,2,1,224,2,42,4,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,2,0,2,0,1,1,1,1,1,27093,4,4,2,0,0,0,2,0,2,1
12B213,15,40035,3,1,0,3,1,224,2,27,4,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,3,3,2,0,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,27093,1,3,1,0,0,0,2,0,2,1
12B213,15,40035,1,1,0,2,1,224,2,30,4,3,7,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,7,2,3,2,0,2,2,2,2,2,1,1,2,1,3,1,1,1,1,1,18062,3,3,1,0,0,0,2,0,0,1
11B216,15,40037,1,1,1,1,1,224,2,31,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,19122,4,4,2,0,0,0,2,0,0,1
11B216,15,40037,4,1,0,3,1,224,2,22,4,3,7,1,1,1,2,2,2,2,1,4,2,2,1,2,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,3,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,1,38244,1,1,1,2,0,0,1,1,0,1
11B216,15,40037,3,1,0,2,1,224,2,47,3,3,7,1,1,1,1,2,2,2,1,4,2,2,1,2,2,2,2,0,2,1,1,2,4,2,2,1,2,2,2,2,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,2,2,0,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,19122,1,2,1,2,2,0,1,3,0,1
11B216,15,40037,2,1,0,1,1,224,2,49,6,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,38244,4,4,2,0,0,0,2,0,0,1
11B216,15,40040,1,1,0,2,1,224,1,49,4,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,2,0,1,2,1,1,1,1,1,23717,4,4,2,0,0,0,2,0,2,1
11B216,15,40040,4,1,0,1,1,224,1,66,2,3,8,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,1,1,2,0,1,2,2,2,1,15811,4,4,2,0,0,0,2,0,0,0
11B216,15,40040,2,1,0,2,1,224,2,72,3,3,7,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,2,2,2,2,1,2,3,40,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,3,2,0,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,15811,1,3,1,0,2,0,1,4,0,1
11A227,15,40057,4,1,0,1,1,224,1,60,2,6,4,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,8225,4,4,2,0,0,0,2,0,1,0
11A227,15,40057,1,1,0,2,1,224,2,51,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,24675,4,4,2,0,0,0,2,0,0,1
11A227,15,40057,3,1,0,1,1,224,2,73,0,,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16449,0,0,0,0,0,0,0,0,0,0
11A227,15,40057,2,1,0,2,1,224,2,73,2,6,8,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,1,2,2,2,1,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,2,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,16449,1,3,1,0,2,0,1,2,0,0
13A227,15,40059,4,1,0,2,1,224,2,56,8,3,1,1,1,1,2,2,2,2,12,4,2,2,1,2,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,1,4,4,1,0,1,2,2,1,2,1,1,2,1,3,1,3,1,1,1,32345,1,1,1,2,0,0,1,12,2,2
13A227,15,40059,2,1,0,2,1,224,2,53,7,4,7,1,1,1,2,1,2,1,2,4,2,2,2,1,2,2,3,300,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,2,2,3,20,2,1,1,60,2,0,2,4,1,0,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,43127,1,2,1,2,0,2,1,3,0,2
13A227,15,40059,3,1,0,1,1,224,2,47,7,5,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1,2,21564,4,4,2,0,0,0,2,0,2,2
12B214,15,40062,1,1,0,2,1,224,2,86,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,1,1,2,0,1,1,1,1,1,1,1,14246,4,4,2,0,0,0,2,0,0,1
12B214,15,40062,2,1,0,2,1,224,2,28,4,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,3,2,0,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,14246,3,3,1,0,0,0,2,0,2,1
12A227,15,40087,1,1,0,2,1,224,2,53,4,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,33033,4,4,2,0,0,0,2,0,0,1
12A227,15,40087,2,1,0,1,1,224,2,56,2,6,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,0,1,1,3,3,3,8258,4,4,2,0,0,0,2,0,0,0
12A227,15,40087,3,1,0,2,1,224,2,47,2,6,7,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,2,2,1,2,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,24774,1,3,1,0,1,0,1,2,0,0
13B222,15,40088,3,1,0,2,1,224,2,52,7,6,7,1,1,1,2,2,2,2,2,4,2,2,1,1,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,2,1,0,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,51421,1,1,1,2,0,0,1,2,0,2
13B222,15,40088,1,1,0,2,1,224,1,37,7,3,1,1,1,1,2,2,2,1,2,3,2,2,2,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,2,3,1,0,2,2,2,2,2,1,1,2,2,0,1,1,1,1,1,25710,1,2,1,1,0,0,1,2,2,2
11B221,15,40091,3,1,0,2,1,224,2,49,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,31004,4,4,2,0,0,0,2,0,0,1
11B221,15,40091,2,1,0,2,1,224,2,44,4,3,7,1,1,1,2,2,2,2,2,4,2,2,1,2,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,20669,1,1,1,2,0,0,1,2,0,1
11B221,15,40091,1,1,0,2,1,224,2,59,3,3,7,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,3,3,1,0,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,31004,1,3,1,0,0,0,2,0,0,1
11B221,15,40091,4,1,0,3,1,224,1,18,4,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,31004,4,4,2,0,0,0,2,0,2,1
13B221,15,40094,3,1,0,4,1,224,2,21,6,3,6,1,1,1,1,2,2,1,4,2,2,1,2,2,2,2,1,0,1,2,4,2,4,2,2,2,2,2,1,2,1,2,3,300,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,3,3,2,0,1,2,2,2,1,1,1,1,1,3,1,1,1,1,1,35426,1,2,1,1,2,0,1,6,1,1
13B221,15,40094,2,1,0,2,1,224,2,63,3,3,8,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,3,0,1,1,1,1,3,26569,4,4,2,0,0,0,2,0,0,1
11B213,15,40095,4,1,0,2,1,224,2,38,3,3,7,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,3,1,1,1,1,1,49335,3,3,1,0,0,0,2,0,0,1
11B213,15,40095,3,1,0,3,1,224,2,19,4,3,6,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,49335,4,4,2,0,0,0,2,0,1,1
11B213,15,40095,2,1,0,3,1,224,2,40,4,2,7,1,1,1,2,2,2,2,15,6,2,2,2,1,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,3,4,1,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,49335,1,1,1,1,0,0,1,15,0,1
11B213,15,40095,1,1,1,1,1,224,2,42,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,0,1,1,1,1,1,2,2,16445,4,4,2,0,0,0,2,0,0,1
11B216,15,40100,3,1,0,2,1,224,1,25,7,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,5,2,3,2,0,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,23980,3,3,1,0,0,0,2,0,2,2
11B216,15,40100,4,1,0,2,1,224,2,26,7,3,6,1,1,1,1,2,2,1,7,4,2,2,2,1,2,2,3,2000,2,1,1,3,4,2,2,2,2,2,2,2,1,2,3,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,4,2,0,1,2,1,1,1,1,2,0,1,4,1,1,2,2,2,23980,1,2,1,2,2,0,1,10,1,2
11B216,15,40100,1,1,0,3,1,224,1,21,4,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,3,2,0,1,1,1,1,1,1,2,23980,4,4,2,0,0,0,2,0,2,1
11B213,15,40118,4,1,0,2,1,224,2,49,6,3,7,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,2,2,2,2,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,3,3,2,0,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,28171,3,3,1,0,2,0,1,2,0,1
11B213,15,40118,2,1,0,2,1,224,1,19,4,3,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,3,200,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,3,3,2,0,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,14086,1,2,1,2,0,0,1,2,2,1
11B213,15,40118,3,1,0,1,1,224,2,27,4,1,1,1,1,1,2,2,2,1,2,3,2,2,2,2,1,2,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,2,2,2,2,1,1,2,0,1,1,1,2,1,1,1,14086,1,2,1,2,0,0,1,2,2,1
11B213,15,40118,1,1,0,2,1,224,2,53,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,14086,4,4,2,0,0,0,2,0,0,1
11A227,15,40119,2,1,0,1,1,224,2,32,4,2,1,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,1,2,0,2,1,2,20,2,0,2,2,2,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,9080,1,3,1,0,0,2,1,2,2,1
11A227,15,40119,1,1,0,2,1,224,2,41,4,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,2,3,0,1,1,1,1,1,27239,4,4,2,0,0,0,2,0,2,1
11A227,15,40119,3,1,0,7,1,224,1,23,7,3,1,1,1,1,2,2,2,2,1,4,2,2,2,1,2,2,3,160,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,2,3,2,0,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,63559,1,1,1,2,0,0,1,1,2,2
11A227,15,40119,4,1,0,1,1,224,2,44,4,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,3,3,2,0,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,9080,3,3,1,0,0,0,2,0,2,1
13B214,15,40143,4,1,0,1,1,224,2,69,7,5,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,2,1,2,17831,4,4,2,0,0,0,2,0,2,2
13B214,15,40143,3,1,1,1,1,224,2,76,2,6,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,17831,4,4,2,0,0,0,2,0,0,0
13B214,15,40143,1,1,0,2,1,224,2,38,7,4,1,1,1,1,1,2,2,1,5,4,2,1,2,1,2,2,1,0,1,2,2,5,4,2,1,2,1,2,1,1,2,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,70,1,5,4,4,2,0,1,2,2,2,1,1,1,2,1,4,1,1,1,1,1,17831,1,2,1,1,2,0,1,10,2,2
11B214,15,40151,1,1,0,2,1,224,2,68,6,2,7,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,1,2,2,0,2,1,1,30,2,0,4,3,2,0,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,26213,3,3,1,0,0,2,1,1,0,1
11B214,15,40151,2,1,0,2,1,224,2,52,4,3,1,1,1,1,1,2,2,1,3,3,1,2,1,1,2,2,3,1000,2,1,1,2,4,2,2,1,2,2,2,2,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,1,0,1,2,2,2,2,1,2,0,1,1,1,1,1,1,1,26213,1,2,1,2,2,0,1,5,2,1
11B214,15,40151,3,1,0,1,1,224,1,53,4,3,1,1,1,1,2,2,2,2,3,4,2,2,2,1,1,2,3,1000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,3,2,0,1,2,2,2,2,1,2,0,1,1,1,1,1,1,1,26213,1,1,1,2,0,0,1,3,2,1
