edad,sexo,entidad,nivel_segmentado,cond_act_segmentado,p26
39,2,Norte,2,2,0
46,1,Norte,1,2,0
49,2,Norte,0,2,0
25,1,Norte,1,2,0
59,2,Norte,0,2,0
51,2,Norte,1,2,0
24,1,Norte,1,2,0
25,1,Norte,1,2,30
64,2,Norte,2,0,30
40,1,Norte,2,2,15
59,1,Norte,0,0,0
28,2,Norte,1,0,60
38,1,Norte,0,2,20
73,1,Norte,0,0,15
46,1,Norte,0,2,15
35,2,Norte,1,0,30
19,1,Norte,1,1,30
45,2,Norte,2,2,40
77,2,Norte,0,0,0
22,2,Norte,1,2,120
29,2,Norte,2,2,60
22,2,Norte,1,0,0
26,2,Norte,1,0,15
53,1,Norte,0,2,15
36,2,Norte,1,2,20
64,2,Norte,1,0,40
38,2,Norte,2,0,20
29,1,Norte,1,2,25
30,2,Norte,1,2,40
50,2,Norte,1,2,30
43,2,Norte,1,2,60
47,1,Norte,1,2,0
63,1,Norte,0,2,0
62,1,Norte,0,0,0
22,2,Norte,2,0,30
70,2,Norte,0,0,90
44,2,Norte,1,2,20
82,2,Norte,2,0,0
26,1,Norte,2,2,15
58,1,Norte,0,2,0
44,1,Norte,0,2,0
44,2,Norte,2,2,25
48,1,Norte,1,2,0
42,1,Norte,1,2,20
37,2,Norte,2,2,10
51,1,Norte,2,2,30
38,1,Norte,1,2,20
22,1,Norte,2,1,60
77,1,Norte,0,0,30
27,1,Norte,1,2,0
26,2,Norte,2,2,0
47,2,Norte,2,2,60
48,2,Norte,1,0,0
22,2,Norte,2,2,30
75,2,Norte,1,0,0
57,1,Norte,0,2,0
38,1,Norte,1,2,35
35,1,Norte,2,2,0
82,2,Norte,0,0,0
46,2,Norte,1,2,0
24,2,Norte,2,2,30
31,2,Norte,1,0,20
29,1,Norte,2,2,90
42,1,Norte,1,2,0
29,1,Norte,2,2,40
62,2,Norte,0,0,0
37,1,Norte,2,2,20
30,1,Norte,2,2,35
48,2,Norte,1,0,60
63,1,Norte,0,2,30
66,1,Norte,2,0,30
45,2,Norte,1,0,0
28,2,Norte,2,2,30
36,1,Norte,1,2,30
19,2,Norte,1,2,5
62,2,Norte,0,0,30
37,2,Norte,2,2,15
30,1,Norte,2,2,30
62,2,Norte,1,2,60
41,2,Norte,2,2,60
36,1,Norte,2,2,60
67,1,Norte,2,2,30
41,2,Norte,2,2,60
65,2,Norte,0,0,60
32,1,Norte,1,2,5
33,2,Norte,2,2,5
32,2,Norte,2,0,180
49,1,Norte,1,2,30
28,2,Norte,2,2,30
55,1,Norte,2,2,120
79,2,Norte,0,0,10
41,2,Norte,2,0,30
57,1,Norte,1,2,10
50,1,Norte,1,2,15
32,2,Norte,1,2,30
31,1,Norte,1,2,45
83,1,Norte,2,0,60
55,1,Norte,2,2,60
31,1,Norte,2,2,60
52,2,Norte,0,2,15
62,2,Norte,2,0,30
32,2,Norte,2,2,30
23,1,Norte,1,2,0
45,1,Norte,1,2,25
62,1,Norte,1,0,0
26,2,Norte,1,2,0
50,2,Norte,1,0,30
38,2,Norte,1,0,60
41,2,Norte,1,0,0
43,2,Norte,1,0,20
22,2,Norte,0,2,30
40,2,Norte,0,2,20
31,1,Norte,1,1,120
43,2,Norte,2,2,60
70,2,Norte,0,0,10
52,2,Norte,1,0,0
88,1,Norte,0,0,10
30,1,Norte,0,2,30
20,1,Norte,1,2,10
35,2,Norte,1,0,15
39,1,Norte,1,2,60
42,2,Norte,1,0,15
20,2,Norte,0,0,30
62,1,Norte,2,0,45
48,2,Norte,0,2,30
65,2,Norte,0,2,60
56,1,Norte,2,2,40
63,2,Norte,1,2,0
51,1,Norte,0,2,30
38,2,Norte,2,2,30
30,1,Norte,2,2,10
43,2,Norte,2,2,5
60,1,Norte,2,2,45
41,2,Norte,2,2,0
71,2,Norte,1,0,45
28,2,Norte,2,0,15
46,2,Norte,0,0,20
22,1,Norte,0,2,0
57,2,Norte,0,0,30
74,1,Norte,0,0,20
30,2,Norte,1,2,0
50,2,Norte,1,0,60
19,2,Norte,2,1,30
75,2,Norte,0,0,30
76,1,Norte,0,0,0
71,2,Norte,0,0,30
30,1,Norte,1,2,20
67,2,Norte,2,2,20
55,1,Norte,1,2,30
78,2,Sur,0,0,0
35,1,Sur,1,2,0
18,1,Sur,1,2,120
53,2,Sur,1,0,0
74,2,Sur,0,0,0
37,2,Sur,2,2,90
36,2,Sur,2,2,120
29,2,Sur,1,2,0
37,2,Sur,2,2,0
54,1,Sur,1,2,0
20,1,Sur,1,2,0
20,2,Sur,2,0,0
76,2,Sur,0,2,0
45,2,Sur,2,2,0
35,2,Sur,1,2,40
43,1,Sur,0,2,0
43,2,Sur,1,2,0
27,1,Sur,2,2,60
37,2,Sur,2,2,60
62,2,Sur,2,2,90
65,1,Sur,0,0,0
45,1,Sur,0,2,0
27,2,Sur,2,0,30
69,2,Sur,1,0,0
60,2,Sur,2,0,0
52,2,Sur,2,0,120
40,1,Sur,1,2,0
59,2,Sur,1,2,0
43,2,Sur,1,2,0
27,2,Sur,1,2,60
57,2,Sur,1,2,0
65,1,Sur,0,2,0
51,2,Sur,1,0,40
87,1,Sur,0,0,0
63,2,Sur,1,0,0
45,1,Sur,1,2,5
40,2,Sur,0,2,30
38,2,Sur,2,2,20
53,1,Sur,1,2,0
37,1,Sur,2,2,30
81,1,Sur,0,2,120
42,1,Sur,0,2,30
29,2,Sur,2,2,30
80,1,Sur,0,0,20
20,2,Sur,1,2,30
29,2,Sur,1,2,0
46,2,Sur,2,2,60
29,2,Sur,1,2,30
52,1,Sur,1,2,30
73,1,Sur,0,0,0
68,2,Sur,0,2,15
52,1,Sur,1,2,0
77,1,Sur,0,2,180
60,1,Sur,0,2,5
32,1,Sur,1,2,30
24,1,Sur,1,2,15
78,2,Sur,0,2,0
83,1,Sur,0,0,0
30,2,Sur,1,2,30
64,2,Sur,1,0,30
33,1,Sur,2,2,60
37,2,Sur,2,0,0
61,2,Sur,1,2,10
26,1,Sur,2,2,60
57,1,Sur,1,2,20
65,2,Sur,0,2,0
57,2,Sur,2,2,60
64,1,Sur,1,2,30
35,1,Sur,1,2,0
29,1,Sur,1,2,15
33,1,Sur,1,2,0
38,1,Sur,2,2,30
47,2,Sur,1,0,20
51,1,Sur,0,2,20
48,2,Sur,1,2,20
66,2,Sur,0,0,0
45,2,Norte,0,2,20
79,2,Norte,1,0,0
50,2,Norte,1,2,0
40,1,Norte,1,2,0
33,1,Norte,2,2,0
54,2,Norte,1,2,0
18,1,Norte,1,2,0
20,1,Norte,2,1,0
31,2,Norte,2,0,60
26,2,Norte,1,2,0
42,2,Norte,2,2,30
42,2,Norte,2,2,20
35,1,Norte,1,2,0
84,2,Norte,0,0,0
70,2,Norte,1,0,30
68,1,Norte,0,0,0
46,2,Norte,2,2,0
25,1,Norte,2,2,0
23,1,Norte,2,1,42
20,1,Norte,2,1,60
57,1,Norte,2,0,0
32,2,Norte,1,0,20
75,2,Norte,0,0,0
49,1,Norte,2,2,0
52,1,Norte,2,2,20
19,2,Norte,2,1,60
47,2,Norte,2,2,0
64,2,Norte,1,0,0
50,1,Norte,1,2,0
19,2,Norte,1,2,30
45,1,Norte,2,2,120
60,2,Norte,2,2,30
76,2,Norte,2,2,30
56,1,Norte,2,2,40
31,1,Norte,1,2,0
23,1,Norte,2,2,20
61,2,Norte,1,2,20
30,2,Norte,2,0,20
41,2,Norte,1,2,0
66,1,Norte,1,2,60
54,2,Norte,0,0,20
63,2,Norte,2,2,0
69,2,Norte,1,0,0
40,1,Norte,1,2,0
64,1,Norte,1,0,120
50,2,Norte,0,0,0
53,1,Norte,1,2,30
43,2,Norte,2,0,35
73,1,Norte,1,0,30
41,1,Norte,2,2,0
52,1,Norte,2,2,0
32,1,Norte,2,2,60
34,1,Norte,2,2,0
40,1,Norte,2,2,0
59,2,Norte,1,0,0
63,2,Norte,1,0,0
33,1,Norte,1,2,20
49,2,Norte,2,2,0
43,1,Norte,1,2,25
31,1,Norte,1,2,20
31,2,Norte,2,2,60
61,2,Norte,2,0,0
49,1,Norte,2,2,0
41,1,Norte,2,2,30
37,2,Norte,2,0,15
37,2,Norte,1,0,30
32,2,Norte,1,0,30
74,2,Norte,0,0,0
20,1,Norte,1,1,60
45,2,Norte,1,0,20
47,2,Norte,1,0,0
27,2,Norte,2,2,0
54,2,Norte,2,2,35
47,2,Norte,2,2,120
43,2,Norte,2,0,0
76,2,Norte,0,0,0
35,1,Norte,1,2,30
77,2,Norte,0,2,0
40,1,Norte,2,2,90
44,1,Norte,2,2,120
53,1,Norte,2,2,30
45,1,Norte,1,2,0
64,2,Norte,1,0,120
31,1,Norte,1,2,15
46,2,Norte,0,2,0
69,2,Norte,1,0,35
70,2,Norte,0,0,0
86,2,Norte,0,0,0
60,2,Norte,1,0,0
61,2,Norte,0,2,0
52,2,Norte,1,2,0
37,1,Norte,1,2,20
40,2,Norte,2,2,0
19,1,Norte,1,1,60
49,2,Norte,1,2,0
36,1,Norte,1,2,20
25,1,Norte,1,2,45
91,1,Norte,0,0,0
57,2,Norte,1,2,0
58,2,Norte,2,2,25
32,1,Norte,2,1,90
57,2,Norte,0,0,0
58,2,Norte,1,0,30
34,2,Norte,2,2,60
43,2,Norte,1,2,60
34,1,Norte,2,2,40
59,2,Norte,1,2,0
44,2,Norte,1,2,60
31,2,Norte,1,0,120
34,1,Norte,1,2,30
60,1,Norte,2,0,30
47,1,Norte,1,2,0
37,2,Norte,1,0,20
73,1,Norte,1,0,90
75,2,Norte,0,0,0
68,2,Norte,0,0,40
87,2,Norte,0,0,0
52,2,Norte,1,2,20
47,1,Norte,2,2,25
53,2,Norte,2,2,0
52,1,Norte,1,2,10
78,2,Norte,0,0,0
78,2,Norte,2,0,0
49,1,Norte,1,2,30
61,2,Norte,1,0,0
29,1,Norte,2,2,30
54,2,Norte,1,0,20
48,2,Norte,0,2,0
24,1,Norte,1,2,30
66,2,Norte,0,0,0
37,2,Norte,1,2,0
65,2,Norte,2,2,0
34,1,Norte,2,2,20
19,2,Norte,2,2,25
83,2,Norte,0,0,0
58,2,Norte,1,0,30
56,1,Norte,1,2,0
60,2,Norte,0,0,0
53,2,Norte,1,0,0
45,1,Norte,0,2,0
52,1,Norte,2,2,20
37,1,Norte,2,2,30
33,1,Norte,2,2,25
80,1,Norte,2,0,30
26,1,Norte,2,0,60
67,1,Norte,2,2,0
34,1,Norte,2,2,15
68,2,Norte,1,0,25
31,2,Norte,1,2,0
59,2,Norte,0,0,0
24,2,Norte,2,2,10
58,2,Norte,2,0,20
32,2,Norte,2,0,30
30,1,Norte,1,2,30
54,2,Norte,1,2,20
66,2,Norte,1,0,0
65,2,Norte,0,2,20
43,1,Norte,1,2,15
25,2,Norte,1,0,0
52,2,Norte,1,2,0
31,1,Norte,1,2,0
36,1,Norte,2,2,20
33,2,Norte,2,2,60
65,1,Norte,2,0,30
36,2,Norte,0,2,0
54,1,Norte,1,2,0
32,2,Norte,1,2,0
32,2,Norte,2,2,40
42,2,Norte,1,2,60
36,1,Norte,2,2,90
30,2,Norte,1,0,45
58,2,Norte,0,0,0
49,2,Norte,0,0,0
62,1,Norte,0,0,0
56,1,Norte,2,2,30
24,1,Norte,2,2,10
32,2,Norte,1,0,30
68,1,Norte,0,2,20
81,2,Norte,1,0,0
32,2,Norte,2,2,30
59,2,Norte,1,2,0
40,1,Norte,2,2,30
34,2,Norte,2,2,35
58,2,Norte,1,2,0
37,2,Norte,1,2,20
60,1,Norte,1,2,15
25,2,Norte,2,2,30
83,1,Norte,2,0,0
65,2,Norte,1,2,15
59,2,Norte,2,0,20
56,2,Norte,1,2,25
27,2,Norte,2,2,15
69,2,Norte,1,2,0
48,1,Norte,2,2,60
62,1,Norte,1,2,30
37,2,Norte,2,0,25
22,2,Norte,1,0,45
50,2,Norte,1,2,0
24,2,Norte,0,0,0
58,2,Norte,0,2,15
69,2,Norte,1,0,0
27,2,Norte,1,0,20
42,1,Norte,1,2,25
54,1,Norte,1,2,0
41,2,Norte,1,0,0
50,2,Norte,1,2,60
41,1,Norte,2,2,60
51,1,Norte,1,2,0
29,2,Norte,1,0,25
59,2,Norte,0,0,40
30,1,Norte,1,2,40
37,2,Norte,1,2,20
65,1,Norte,1,2,60
65,2,Norte,2,2,0
61,2,Norte,2,0,0
58,1,Norte,1,2,0
50,1,Norte,1,1,0
59,2,Norte,1,0,0
55,2,Norte,2,2,0
29,2,Norte,1,0,0
76,2,Norte,0,0,0
60,2,Norte,2,0,30
38,1,Norte,1,2,90
52,1,Norte,2,2,25
69,2,Norte,0,2,60
71,1,Norte,1,0,60
75,2,Norte,0,2,0
45,2,Norte,1,2,0
72,2,Norte,0,0,0
61,1,Norte,2,2,30
67,2,Norte,2,2,120
49,2,Norte,1,0,0
36,1,Norte,2,2,0
65,2,Norte,1,0,30
53,2,Norte,2,2,0
59,2,Norte,2,0,0
56,2,Norte,1,0,30
36,2,Norte,1,2,0
44,1,Norte,1,2,30
36,1,Norte,2,2,40
37,1,Norte,2,2,120
59,1,Norte,1,2,0
61,1,Norte,1,2,0
75,2,Norte,0,0,0
22,2,Norte,1,0,0
57,2,Norte,0,0,0
56,1,Norte,1,2,0
38,1,Norte,1,2,30
30,2,Norte,1,0,0
75,1,Norte,1,0,25
28,1,Norte,1,2,40
21,2,Norte,1,2,0
51,2,Norte,1,0,30
64,2,Norte,1,0,0
29,1,Norte,2,2,40
48,1,Norte,1,2,30
27,1,Norte,1,2,30
26,1,Norte,2,2,60
62,2,Norte,0,2,0
48,1,Norte,1,2,20
66,1,Norte,2,0,30
41,2,Norte,1,0,40
48,2,Norte,2,0,30
38,2,Norte,1,2,60
52,2,Norte,1,0,30
52,1,Norte,1,2,30
52,2,Norte,2,2,60
57,2,Norte,1,0,0
33,1,Norte,1,2,0
77,1,Norte,1,2,0
21,2,Norte,2,1,60
42,1,Norte,2,2,0
36,1,Norte,1,2,0
51,1,Norte,1,2,30
57,1,Norte,2,2,35
33,1,Norte,2,2,30
44,2,Norte,1,0,0
19,1,Norte,1,2,0
20,2,Norte,2,1,60
66,1,Norte,0,2,0
52,1,Norte,1,2,40
67,2,Norte,2,2,30
69,1,Norte,0,2,35
25,2,Norte,1,2,0
19,1,Norte,1,1,60
46,2,Norte,1,0,0
22,1,Norte,1,2,0
40,1,Norte,1,2,40
28,1,Norte,2,2,40
32,2,Norte,1,2,30
33,2,Norte,2,0,60
74,2,Centro,1,0,0
71,2,Centro,2,0,30
50,2,Centro,2,2,120
40,1,Centro,2,2,30
28,1,Centro,1,2,0
66,2,Centro,0,0,0
23,1,Centro,2,2,30
48,1,Centro,1,2,0
44,1,Centro,1,2,45
22,2,Centro,0,2,0
49,2,Centro,1,2,45
23,2,Centro,1,0,0
37,1,Centro,2,2,40
54,1,Centro,2,2,30
56,2,Centro,2,0,45
64,1,Centro,0,2,0
58,2,Centro,1,0,0
21,1,Centro,2,2,60
48,2,Centro,1,0,20
69,1,Centro,0,2,0
49,1,Centro,1,2,0
42,2,Centro,0,2,20
55,2,Centro,1,2,15
72,2,Centro,0,0,0
69,1,Centro,0,2,30
65,1,Centro,0,0,0
25,2,Centro,2,2,120
32,1,Centro,1,2,30
47,2,Centro,1,0,0
57,1,Centro,0,2,15
22,1,Centro,1,2,0
50,2,Centro,1,2,10
30,2,Centro,0,0,60
40,1,Centro,1,2,40
33,1,Centro,1,2,0
42,1,Centro,1,2,30
43,2,Centro,0,2,45
36,2,Centro,1,0,90
43,2,Centro,1,2,0
71,2,Centro,0,0,30
68,2,Centro,0,0,0
35,2,Centro,1,2,0
39,1,Centro,1,2,25
39,1,Centro,1,2,0
22,2,Centro,1,2,25
32,2,Centro,2,2,60
64,2,Centro,2,2,60
61,2,Centro,2,2,30
56,2,Centro,1,0,60
40,2,Centro,2,0,20
38,1,Centro,1,2,30
43,1,Centro,1,2,20
50,2,Centro,1,2,0
45,2,Centro,1,2,15
39,1,Centro,2,2,5
32,1,Centro,2,2,120
57,2,Centro,1,0,20
62,2,Centro,1,0,0
63,1,Centro,2,2,30
59,1,Centro,2,2,180
33,2,Centro,2,0,30
47,1,Centro,1,2,0
47,1,Centro,1,2,0
58,1,Centro,2,2,60
78,2,Centro,1,0,0
46,1,Centro,2,2,60
33,2,Centro,1,2,25
19,1,Centro,1,2,0
68,1,Centro,0,0,20
48,2,Centro,1,2,0
61,1,Sur,1,2,0
44,2,Sur,2,2,60
41,2,Sur,1,2,0
56,2,Sur,1,2,15
40,2,Sur,1,2,0
69,1,Sur,0,0,0
54,1,Sur,2,2,40
22,2,Sur,1,0,20
39,2,Sur,1,2,0
32,1,Sur,1,2,0
47,2,Sur,1,0,30
25,1,Sur,1,2,35
43,1,Sur,1,2,15
25,2,Sur,1,2,0
30,1,Sur,1,2,0
33,2,Sur,1,2,0
58,1,Sur,2,2,60
41,2,Sur,1,2,40
39,2,Sur,2,2,60
55,2,Sur,1,0,0
64,1,Sur,0,0,0
35,2,Sur,1,2,0
42,2,Sur,1,0,30
51,2,Sur,1,2,0
23,2,Sur,1,0,60
46,2,Sur,0,2,0
71,1,Sur,0,0,0
43,2,Sur,1,0,30
53,2,Sur,0,2,0
47,1,Sur,1,2,10
57,1,Sur,1,2,0
43,1,Sur,2,2,0
62,2,Sur,1,0,25
43,2,Sur,1,2,25
35,2,Sur,1,0,30
19,1,Sur,1,2,0
40,2,Sur,1,2,0
77,2,Sur,0,0,0
48,2,Sur,1,0,35
31,2,Sur,1,0,30
63,1,Sur,0,2,0
49,2,Sur,1,2,25
40,2,Sur,1,2,0
58,2,Sur,1,0,40
23,1,Centro,2,2,60
25,2,Centro,2,0,40
30,1,Centro,2,2,0
70,2,Centro,0,0,0
67,1,Centro,1,0,30
60,1,Centro,1,2,30
38,1,Centro,2,2,60
53,2,Centro,2,0,0
50,2,Centro,2,2,30
42,2,Centro,1,2,30
66,2,Centro,0,0,60
41,2,Centro,1,2,120
30,1,Centro,1,2,40
72,1,Centro,0,0,20
83,1,Centro,0,0,20
79,2,Centro,0,0,0
52,2,Centro,0,0,0
30,1,Centro,2,0,90
24,1,Centro,1,2,10
19,1,Centro,1,2,30
63,2,Centro,2,0,90
62,2,Centro,0,2,60
58,2,Centro,2,0,30
35,1,Centro,2,2,30
72,1,Centro,2,0,30
66,2,Centro,2,2,60
74,1,Centro,1,2,0
36,2,Centro,2,1,60
76,1,Centro,1,0,60
35,2,Centro,2,2,20
35,2,Centro,1,2,0
51,2,Centro,0,0,20
34,1,Centro,1,2,0
59,1,Centro,1,2,30
78,1,Centro,1,0,0
37,2,Centro,0,2,60
69,2,Centro,2,2,40
55,2,Centro,0,0,0
64,1,Centro,2,0,30
52,1,Centro,1,2,0
41,2,Centro,1,2,0
50,2,Centro,1,2,10
70,2,Centro,0,0,0
31,1,Centro,0,2,0
37,2,Centro,0,0,0
69,1,Centro,2,2,90
41,1,Centro,1,2,15
49,1,Centro,2,2,0
58,2,Centro,1,2,60
25,2,Centro,1,1,30
32,1,Centro,1,2,30
50,2,Centro,0,0,10
58,2,Centro,1,0,0
24,2,Centro,1,2,0
57,2,Centro,1,0,10
29,1,Centro,2,2,15
51,1,Centro,2,2,0
44,2,Centro,2,2,20
68,2,Centro,0,0,0
52,2,Centro,0,0,60
37,2,Centro,1,2,5
32,2,Centro,1,2,30
49,2,Centro,1,2,0
84,2,Centro,0,0,0
85,1,Centro,0,0,0
53,1,Centro,0,2,0
42,1,Centro,2,2,30
31,1,Centro,2,2,15
52,1,Centro,1,2,15
31,2,Centro,1,2,40
51,2,Centro,1,0,20
26,2,Centro,0,2,30
41,1,Centro,1,2,0
27,1,Centro,2,2,30
29,2,Centro,2,2,30
73,1,Centro,2,2,60
66,1,Centro,2,0,0
75,1,Centro,1,0,180
72,2,Centro,1,0,20
34,1,Centro,2,2,30
41,2,Centro,2,0,0
21,2,Centro,1,2,30
23,2,Centro,1,2,20
54,2,Centro,0,2,0
64,2,Centro,0,2,0
32,2,Centro,1,2,20
40,1,Centro,2,2,30
28,2,Centro,1,1,15
29,1,Centro,1,2,30
80,2,Centro,0,0,15
70,1,Centro,1,0,0
18,2,Centro,0,0,0
23,2,Centro,1,0,60
34,2,Centro,0,2,0
70,1,Centro,0,2,0
67,1,Centro,2,2,45
22,2,Centro,2,1,30
42,1,Centro,2,2,120
39,2,Centro,2,2,25
49,2,Centro,0,2,0
50,2,Centro,1,2,30
59,2,Centro,1,2,0
46,2,Centro,0,0,10
40,2,Centro,1,2,30
29,2,Centro,1,0,0
24,1,Centro,1,2,30
46,2,Centro,1,2,0
33,1,Centro,1,2,15
54,2,Centro,1,2,15
61,2,Centro,0,0,30
23,2,Centro,1,0,30
19,2,Centro,0,0,15
43,2,Centro,2,2,60
43,2,Centro,1,0,0
56,1,Centro,1,2,0
49,1,Centro,1,2,0
25,1,Centro,2,2,15
58,2,Centro,2,2,30
23,1,Centro,2,2,45
44,1,Centro,2,2,40
49,2,Centro,2,0,25
80,2,Centro,0,0,60
47,2,Centro,1,0,10
34,1,Centro,2,2,30
60,2,Centro,0,2,0
37,2,Centro,1,0,0
74,1,Centro,2,0,30
24,1,Centro,2,2,30
24,2,Centro,1,2,0
49,1,Centro,1,2,10
26,1,Centro,2,2,20
76,2,Centro,0,0,30
71,1,Centro,1,0,30
29,2,Centro,1,2,30
63,2,Centro,1,0,25
28,2,Centro,1,2,15
23,2,Centro,2,2,25
27,2,Centro,1,0,0
25,2,Centro,2,2,60
62,1,Centro,2,2,120
59,1,Centro,1,2,0
26,1,Centro,2,2,20
56,2,Centro,1,0,0
36,2,Centro,2,2,0
71,2,Centro,0,0,0
20,1,Centro,1,2,45
32,2,Centro,1,2,30
62,2,Centro,1,2,20
42,1,Centro,1,2,0
34,2,Centro,1,2,30
64,2,Centro,2,2,0
50,1,Centro,0,2,20
24,2,Centro,1,1,30
35,2,Centro,1,2,0
31,2,Centro,1,2,40
35,2,Centro,1,0,0
36,2,Centro,1,2,0
86,2,Centro,0,0,0
42,1,Centro,1,2,0
42,1,Centro,1,2,10
53,2,Centro,0,2,0
58,2,Centro,1,0,0
29,2,Centro,1,0,30
79,1,Centro,0,0,30
20,2,Centro,1,0,30
44,1,Centro,1,2,35
71,2,Centro,0,0,0
58,2,Centro,2,2,5
59,2,Centro,2,2,30
31,2,Centro,1,0,0
44,2,Centro,1,0,40
43,2,Centro,2,2,60
72,2,Centro,0,0,15
27,1,Centro,2,2,20
47,2,Centro,0,0,0
26,2,Centro,1,1,0
24,2,Centro,2,2,40
38,2,Centro,1,1,0
47,2,Centro,1,2,0
40,2,Centro,1,2,40
43,2,Centro,1,2,20
38,2,Centro,1,2,15
37,1,Centro,1,2,0
37,2,Centro,1,2,0
26,1,Centro,2,2,25
33,1,Centro,2,2,30
28,2,Centro,1,2,120
37,2,Centro,2,0,60
59,2,Centro,2,2,180
21,2,Centro,2,1,35
72,2,Centro,1,0,0
46,2,Centro,2,2,35
32,2,Centro,0,2,0
57,2,Centro,0,0,0
70,2,Centro,0,0,0
50,1,Centro,1,2,25
44,2,Centro,1,2,0
49,2,Centro,1,2,30
39,2,Centro,1,2,0
27,1,Centro,2,2,90
64,2,Centro,2,0,30
63,2,Centro,2,2,30
63,2,Centro,0,0,30
38,2,Centro,1,2,10
48,2,Centro,2,2,120
45,2,Centro,2,2,30
37,1,Centro,2,2,30
59,1,Centro,1,2,0
21,2,Centro,1,1,20
26,2,Centro,2,2,45
68,2,Centro,1,0,20
78,2,Centro,0,0,30
63,2,Centro,1,0,0
72,2,Centro,0,0,15
72,2,Centro,0,0,0
65,2,Centro,1,0,0
47,2,Centro,0,0,0
25,1,Centro,1,2,30
24,2,Centro,2,2,60
47,1,Centro,1,2,0
37,2,Centro,2,2,15
37,1,Centro,2,2,30
38,2,Centro,2,0,0
53,2,Centro,1,2,10
79,1,Centro,0,0,30
30,2,Centro,1,2,0
73,1,Centro,0,0,0
57,1,Centro,1,2,0
32,2,Centro,2,2,20
44,2,Centro,1,2,0
71,2,Centro,0,0,0
22,2,Centro,1,2,0
61,2,Centro,2,2,15
55,2,Centro,1,0,30
51,1,Centro,2,2,90
33,1,Centro,1,2,30
46,1,Centro,1,2,20
33,2,Centro,1,0,0
32,1,Centro,1,2,120
61,2,Centro,1,2,30
41,2,Centro,1,2,20
42,2,Centro,1,0,0
66,2,Centro,0,0,20
48,2,Centro,1,2,0
55,2,Centro,1,0,0
39,2,Centro,1,0,30
77,2,Centro,1,0,0
68,1,Centro,2,0,20
57,2,Centro,1,2,120
78,2,Centro,1,0,60
58,1,Centro,1,2,30
26,1,Centro,2,2,30
36,1,Centro,1,2,20
38,2,Centro,1,2,60
70,1,Centro,1,2,20
22,2,Centro,1,2,15
63,2,Centro,1,0,0
44,2,Centro,1,0,60
65,2,Centro,1,0,0
36,1,Centro,2,2,180
44,2,Centro,2,2,120
27,2,Centro,1,0,20
26,2,Centro,1,2,30
29,2,Centro,1,0,0
41,2,Centro,1,2,30
48,2,Centro,1,0,30
21,2,Centro,1,0,30
27,2,Centro,1,0,20
46,2,Centro,1,0,0
65,1,Centro,0,0,60
27,2,Centro,1,2,0
46,2,Centro,1,2,20
42,1,Centro,1,2,40
85,2,Centro,1,0,0
29,2,Centro,2,1,30
26,2,Centro,1,0,20
36,1,Centro,1,2,0
47,1,Centro,1,2,40
59,2,Centro,0,2,0
38,1,Centro,1,2,30
41,2,Centro,1,2,40
63,2,Centro,1,0,30
38,1,Centro,1,0,20
31,2,Centro,1,0,0
48,1,Centro,1,2,0
87,2,Centro,0,0,0
28,1,Centro,2,2,30
38,2,Centro,1,2,60
39,2,Centro,1,0,0
37,2,Centro,1,0,0
64,1,Centro,1,0,30
32,2,Centro,1,0,40
65,1,Centro,0,2,30
25,2,Centro,2,1,60
20,1,Centro,1,2,0
24,1,Centro,2,2,25
32,2,Centro,2,2,40
32,2,Centro,1,0,10
57,1,Centro,1,0,0
36,2,Centro,1,0,30
60,2,Centro,1,0,0
21,2,Centro,1,0,0
18,1,Centro,1,2,30
31,2,Centro,1,0,60
68,2,Centro,2,2,0
52,1,Centro,1,2,20
67,2,Centro,1,0,20
51,2,Centro,1,2,20
55,2,Centro,1,0,60
24,2,Centro,1,0,20
52,2,Centro,1,2,60
56,2,Centro,1,2,0
31,2,Centro,2,0,0
36,2,Centro,2,2,0
66,2,Centro,0,2,0
79,1,Centro,0,0,30
40,1,Centro,1,2,0
71,2,Centro,1,0,0
68,2,Centro,0,0,0
35,2,Centro,1,0,30
48,2,Centro,1,0,0
41,2,Centro,2,0,30
72,2,Centro,0,2,0
62,1,Centro,0,0,0
44,1,Centro,1,2,60
67,2,Centro,0,2,20
51,1,Centro,1,2,30
76,1,Centro,0,0,0
73,1,Centro,2,0,0
45,2,Centro,1,2,60
37,2,Centro,1,0,20
53,1,Centro,1,2,30
65,2,Centro,0,0,10
25,1,Centro,2,2,30
31,2,Centro,0,2,0
53,1,Centro,1,2,40
57,2,Centro,0,0,0
48,2,Centro,0,2,0
57,2,Centro,1,0,30
50,1,Centro,1,2,0
32,2,Centro,1,0,0
28,1,Centro,1,2,20
74,1,Centro,0,0,0
44,2,Centro,1,0,10
65,1,Centro,1,2,0
60,1,Centro,2,2,0
35,1,Centro,2,2,0
49,1,Centro,1,0,20
41,1,Centro,1,2,0
48,1,Centro,2,2,30
28,2,Centro,1,0,0
26,2,Centro,2,0,0
75,2,Centro,1,0,20
63,2,Centro,0,2,0
64,2,Centro,1,2,30
38,2,Centro,1,2,0
31,2,Centro,2,2,20
60,2,Centro,0,0,0
43,2,Centro,1,2,30
59,2,Centro,2,0,0
34,2,Centro,1,2,40
41,2,Centro,2,2,20
51,2,Centro,1,2,0
54,2,Centro,0,2,0
69,2,Centro,2,0,60
31,2,Centro,2,2,30
33,2,Centro,1,2,0
